id;nomes;valores;data;cpf;file
N0000827;Ludmila;R$ 53.553,00;21/12/24;450.434.432-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000827.png
N0000828;Luigi;R$ 29.633,00;09/06/20;377.236.817-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000828.png
N0000829;Luís;R$ 88.464,00;17/05/24;073.960.247-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000829.png
N0000830;Luísa;R$ 64.865,00;21/06/21;084.313.385-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000830.png
N0000831;Luiz;R$ 54.377,00;28/09/24;899.007.487-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000831.png
N0000832;Luiza;R$ 76.142,00;26/07/23;574.929.556-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000832.png
N0000833;Luna;R$ 35.420,00;14/11/22;375.731.520-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000833.png
N0000834;Lurdes;R$ 35.441,00;06/08/24;857.874.621-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000834.png
N0000835;Luzia;R$ 84.014,00;16/05/22;508.344.562-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000835.png
N0000836;Lydia;R$ 37.202,00;04/01/22;327.061.452-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000836.png
N0000837;Lynn;R$ 19.237,00;08/09/24;458.756.617-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000837.png
N0000838;Mabel;R$ 12.077,00;25/05/21;505.142.303-55;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000838.png
N0000839;Madalena;R$ 25.345,00;31/05/20;655.471.470-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000839.png
N0000840;Mafalda;R$ 61.799,00;11/07/23;904.513.703-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000840.png
N0000841;Magali;R$ 42.290,00;25/09/20;186.468.506-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000841.png
N0000842;Magda;R$ 49.297,00;06/08/23;244.271.417-57;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000842.png
N0000843;Magdalena;R$ 44.971,00;12/08/24;589.390.925-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000843.png
N0000844;Magno;R$ 31.810,00;31/10/22;403.023.949-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000844.png
N0000845;Maia;R$ 38.701,00;08/02/22;685.576.174-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000845.png
N0000846;Maiara;R$ 71.400,00;05/08/23;511.132.814-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000846.png
N0000847;Maíra;R$ 93.317,00;18/03/21;839.253.951-64;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000847.png
N0000848;Maísa;R$ 25.727,00;17/01/24;852.256.582-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000848.png
N0000849;Maitê;R$ 10.834,00;09/03/21;245.749.076-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000849.png
N0000850;Malika;R$ 6.216,00;23/02/20;652.748.979-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000850.png
N0000851;Manoel;R$ 84.939,00;27/06/22;836.172.091-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000851.png
N0000852;Manoela;R$ 4.391,00;21/06/20;371.452.718-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000852.png
N0000853;Manu;R$ 84.250,00;21/04/23;571.248.498-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000853.png
N0000854;Manuel;R$ 96.221,00;04/06/20;015.624.633-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000854.png
N0000855;Manuela;R$ 24.863,00;25/10/21;185.964.008-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000855.png
N0000856;Manuelle;R$ 40.332,00;09/10/21;107.291.682-71;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000856.png
N0000857;Maomé;R$ 23.300,00;18/04/24;082.622.200-56;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000857.png
N0000858;Mara;R$ 14.961,00;10/08/20;353.590.960-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000858.png
N0000859;Marcel;R$ 65.675,00;16/08/22;418.723.686-46;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000859.png
N0000860;Marcela;R$ 33.857,00;24/08/22;553.525.499-17;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000860.png
N0000861;Marcele;R$ 25.766,00;06/11/21;564.448.041-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000861.png
N0000862;Marcella;R$ 50.448,00;24/09/24;803.410.629-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000862.png
N0000863;Marcello;R$ 74.155,00;30/10/21;417.859.756-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000863.png
N0000864;Marcelo;R$ 35.214,00;06/03/23;838.225.804-22;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000864.png
N0000865;Márcia;R$ 87.054,00;07/05/21;063.300.415-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000865.png
N0000866;Márcio;R$ 64.506,00;17/01/22;562.478.308-66;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000866.png
N0000867;Marco;R$ 34.837,00;08/11/23;067.344.829-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000867.png
N0000868;Marcos;R$ 80.083,00;23/02/23;036.741.383-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000868.png
N0000869;Margarida;R$ 7.042,00;20/03/20;065.217.024-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000869.png
N0000870;Margarita;R$ 44.249,00;22/01/24;943.246.756-27;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000870.png
N0000871;Margot;R$ 59.991,00;27/11/20;247.187.821-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000871.png
N0000872;Maria;R$ 32.046,00;26/11/21;714.875.588-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000872.png
N0000873;Mariah;R$ 81.128,00;27/12/23;979.375.691-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000873.png
N0000874;Mariana;R$ 88.127,00;01/01/21;706.013.771-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000874.png
N0000875;Mariângela;R$ 81.559,00;28/09/23;822.094.763-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000875.png
N0000876;Marianne;R$ 41.261,00;15/07/20;380.601.396-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000876.png
N0000877;Mariano;R$ 34.848,00;08/12/24;205.691.611-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000877.png
N0000878;Marília;R$ 21.758,00;01/12/20;029.967.665-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000878.png
N0000879;Marina;R$ 70.752,00;24/12/23;885.904.259-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000879.png
N0000880;Mário;R$ 3.580,00;26/07/22;549.532.104-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000880.png
N0000881;Marisa;R$ 52.059,00;28/03/20;064.884.206-15;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000881.png
N0000882;Marise;R$ 3.628,00;19/10/20;828.881.019-55;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000882.png
N0000883;Mariza;R$ 46.013,00;04/08/21;171.640.666-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000883.png
N0000884;Marize;R$ 11.375,00;06/08/21;707.310.768-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000884.png
N0000885;Marjorie;R$ 18.259,00;30/03/21;121.329.892-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000885.png
N0000886;Marlene;R$ 88.789,00;26/03/21;279.120.056-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000886.png
N0000887;Marli;R$ 42.399,00;28/08/20;518.453.382-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000887.png
N0000888;Marly;R$ 62.613,00;11/02/22;440.125.327-23;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000888.png
N0000889;Marta;R$ 29.283,00;22/12/21;514.385.631-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000889.png
N0000890;Martha;R$ 89.815,00;23/04/21;787.266.397-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000890.png
N0000891;Martim;R$ 11.910,00;06/12/22;834.836.644-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000891.png
N0000892;Martina;R$ 92.836,00;09/03/21;289.559.388-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000892.png
N0000893;Marvin;R$ 33.867,00;03/10/24;070.146.557-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000893.png
N0000894;Mary;R$ 5.409,00;01/05/20;501.713.802-15;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000894.png
N0000895;Masculino;R$ 95.824,00;01/04/24;777.789.404-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000895.png
N0000896;Mateus;R$ 84.715,00;25/04/23;483.075.582-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000896.png
N0000897;Matheus;R$ 16.105,00;27/06/21;229.577.964-22;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000897.png
N0000898;Mathias;R$ 56.448,00;04/11/21;430.607.024-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000898.png
N0000899;Matias;R$ 76.486,00;24/04/20;617.256.090-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000899.png
N0000900;Matilda;R$ 21.541,00;24/03/23;870.912.511-64;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000900.png
N0000901;Matilde;R$ 52.479,00;01/10/20;128.909.659-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000901.png
N0000902;Maura;R$ 93.181,00;19/06/22;445.078.218-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000902.png
N0000903;Maurício;R$ 69.956,00;27/11/24;391.774.106-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000903.png
N0000904;Mauro;R$ 62.902,00;15/01/24;294.316.210-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000904.png
N0000905;Maya;R$ 64.798,00;04/10/23;003.797.751-23;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000905.png
N0000906;Mayara;R$ 30.017,00;27/10/24;912.791.564-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000906.png
N0000907;Mayra;R$ 84.876,00;20/05/21;748.498.444-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000907.png
N0000908;Maysa;R$ 941,00;05/12/21;637.745.556-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000908.png
N0000909;Megan;R$ 72.785,00;14/03/24;487.579.333-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000909.png
N0000910;Meire;R$ 27.475,00;19/02/23;517.771.380-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000910.png
N0000911;Melinda;R$ 45.199,00;30/07/22;946.079.073-91;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000911.png
N0000912;Melissa;R$ 63.315,00;11/09/23;346.694.741-38;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000912.png
N0000913;Melvin;R$ 76.179,00;16/01/24;788.818.245-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000913.png
N0000914;Messias;R$ 86.401,00;04/06/22;560.576.250-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000914.png
N0000915;Micael;R$ 62.381,00;11/01/24;352.645.759-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000915.png
N0000916;Michaela;R$ 53.240,00;23/08/22;900.552.722-66;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000916.png
N0000917;Michaella;R$ 11.657,00;19/09/24;136.923.504-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000917.png
N0000918;Michel;R$ 14.012,00;01/01/21;179.358.057-09;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000918.png
N0000919;Michele;R$ 6.936,00;03/05/21;277.624.604-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000919.png
N0000920;Michelle;R$ 95.939,00;14/11/22;960.262.149-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000920.png
N0000921;Midori;R$ 90.252,00;07/09/24;484.328.489-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000921.png
N0000922;Miguel;R$ 39.462,00;25/10/20;135.991.593-19;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000922.png
N0000923;Mika;R$ 18.847,00;23/10/24;233.475.939-28;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000923.png
N0000924;Mildred;R$ 90.033,00;13/12/23;504.764.893-18;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000924.png
N0000925;Milena;R$ 6.112,00;22/05/23;426.257.410-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000925.png
N0000926;Milton;R$ 67.845,00;03/01/22;484.428.272-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000926.png
N0000927;Mingmei;R$ 55.314,00;15/01/24;840.149.714-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000927.png
N0000928;Miranda;R$ 78.204,00;02/08/21;527.412.188-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000928.png
N0000929;Miriam;R$ 71.164,00;19/11/20;874.879.862-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000929.png
N0000930;Mírian;R$ 39.828,00;03/09/22;009.883.548-37;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000930.png
N0000931;Mirna;R$ 13.731,00;20/03/24;852.751.955-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000931.png
N0000932;Miyoko;R$ 78.159,00;30/10/24;634.979.433-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000932.png
N0000933;Moema;R$ 4.064,00;20/12/20;077.982.134-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000933.png
N0000934;Moira;R$ 56.726,00;11/08/22;264.731.341-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000934.png
N0000935;Moisés;R$ 35.326,00;11/12/22;624.970.296-28;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000935.png
N0000936;Mônica;R$ 52.504,00;29/11/24;211.621.801-29;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000936.png
N0000937;Monique;R$ 55.270,00;18/11/23;483.002.151-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000937.png
N0000938;Moysés;R$ 7.614,00;05/11/24;458.011.627-55;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000938.png
N0000939;Mozart;R$ 57.895,00;02/07/21;104.617.607-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000939.png
N0000940;Muriel;R$ 34.501,00;21/12/22;269.913.283-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000940.png
N0000941;Murilo;R$ 67.409,00;09/08/23;678.887.196-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000941.png
N0000942;Nádia;R$ 98.486,00;26/01/24;242.554.949-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000942.png
N0000943;Nadine;R$ 11.423,00;08/11/20;493.406.747-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000943.png
N0000944;Nadir;R$ 95.930,00;26/02/23;690.505.468-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000944.png
N0000945;Nadya;R$ 85.591,00;08/09/21;496.998.307-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000945.png
N0000946;Naila;R$ 27.640,00;04/01/23;144.923.310-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000946.png
N0000947;Nailah;R$ 80.983,00;12/07/24;495.731.715-11;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000947.png
N0000948;Nair;R$ 57.557,00;26/05/21;410.051.997-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000948.png
N0000949;Najma;R$ 57.665,00;05/06/21;912.276.121-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000949.png
N0000950;Nancy;R$ 13.054,00;25/10/24;075.188.902-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000950.png
N0000951;Naomi;R$ 57.646,00;27/11/20;239.111.176-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000951.png
N0000952;Napoleão;R$ 40.161,00;27/08/22;966.572.030-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000952.png
